   Al    13    15    28     0.00000000e+00     0.00000000e+00     0.00000000e+00        0.000     1.000000e+32   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.000000         0.000000         0.000000
   Al    13    16    29     0.00000000e+00     0.00000000e+00     0.00000000e+00        0.000     1.000000e+32   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.000000         0.000000         0.000000
   Al    13    17    30     3.28594355e-07     0.00000000e+00     3.28594355e-07        0.000     2.109431e+06   0.999   0.001   0.000   0.000   0.000   0.000   0.001        0.087756         0.186038         5.179306
   Al    13    18    31     1.87218418e-02     0.00000000e+00     1.87218418e-02        0.000     3.702345e+01   0.997   0.003   0.000   0.000   0.000   0.000   0.003        1.239728         1.617970         2.469302
   Al    13    19    32     6.81436434e-01     1.20000010e-10     6.81436434e-01        0.000     1.017185e+00   0.997   0.002   0.001   0.000   0.000   0.000   0.004        2.545752         2.987899         3.667349
   Al    13    20    33     6.48698459e+00     0.00000000e+00     6.48698459e+00        0.000     1.068520e-01   0.994   0.006   0.000   0.000   0.000   0.000   0.007        3.804942         4.274784         0.981074
   Al    13    21    34     7.55603512e+00     5.82112136e-02     7.61424634e+00        0.765     9.103293e-02   0.976   0.021   0.002   0.000   0.000   0.000   0.028        4.102181         4.578067         6.267951
   Al    13    22    35     9.52638254e+00     2.84388609e-01     9.81077115e+00        2.899     7.065165e-02   0.020   0.975   0.003   0.001   0.000   0.000   0.987        4.428540         4.916141         4.876418
   Al    13    23    36     1.20096894e+01     8.64432469e-01     1.28741219e+01        6.714     5.384035e-02   0.076   0.880   0.043   0.001   0.001   0.000   0.972        4.769984         5.279260         7.446356
   Al    13    24    37     1.57078622e+01     2.13939892e+00     1.78472612e+01       11.987     3.883773e-02   0.055   0.899   0.029   0.016   0.000   0.001   1.010        5.173391         5.716976         5.704033
   Al    13    25    38     2.05377800e+01     4.60775831e+00     2.51455383e+01       18.324     2.756541e-02   0.170   0.735   0.067   0.026   0.001   0.001   0.956        5.605685         6.193071         8.019444
   Al    13    26    39     2.59906885e+01     8.81933927e+00     3.48100278e+01       25.336     1.991228e-02   0.064   0.853   0.023   0.058   0.001   0.001   1.081        6.033987         6.663796         6.067618
   Al    13    27    40     3.13090325e+01     1.50334076e+01     4.63424401e+01       32.440     1.495707e-02   0.227   0.090   0.608   0.037   0.036   0.001   1.569        6.428210         7.096004         8.138586
   Al    13    28    41     3.81810665e+01     2.41816022e+01     6.23626687e+01       38.776     1.111478e-02   0.011   0.409   0.473   0.077   0.027   0.003   1.707        6.841179         7.535456         6.401265
   Al    13    29    42     4.62765015e+01     3.67439893e+01     8.30204908e+01       44.259     8.349110e-03   0.147   0.264   0.471   0.017   0.097   0.004   1.665        7.244271         7.952620         8.105609
   Al    13    30    43     5.62119698e+01     5.33036012e+01     1.09515571e+02       48.672     6.329211e-03   0.006   0.453   0.050   0.375   0.060   0.056   2.199        7.624809         8.333860         6.488432
   Al    13    31    44     6.83400037e+01     7.49976935e+01     1.43337697e+02       52.322     4.835763e-03   0.007   0.006   0.494   0.055   0.358   0.079   2.990        8.011852         8.708683         8.111065
   Al    13    32    45     8.23272771e+01     1.02474553e+02     1.84801830e+02       55.451     3.750759e-03   0.004   0.097   0.167   0.302   0.271   0.158   3.216        8.379403         9.048068         6.815029
   Al    13    33    46     9.80708665e+01     1.35779227e+02     2.33850093e+02       58.063     2.964066e-03   0.005   0.000   0.240   0.068   0.283   0.405   3.838        8.704580         9.333128         8.286492
   Al    13    34    47     1.22458600e+02     1.75437671e+02     2.97896271e+02       58.892     2.326807e-03   0.003   0.001   0.000   0.033   0.161   0.801   4.753        9.030024         9.596650         7.157827
   Al    13    35    48     1.66810616e+02     2.10333646e+02     3.77144262e+02       55.770     1.837883e-03   0.002   0.000   0.001   0.000   0.002   0.995   4.986        9.171848         9.621195         9.188857
   Al    13    36    49     2.25804296e+02     2.60526407e+02     4.86330702e+02       53.570     1.425259e-03   0.001   0.000   0.000   0.000   0.000   0.998   4.992        9.377591         9.739446         7.922663
   Al    13    37    50     2.78620962e+02     3.27595721e+02     6.06216683e+02       54.039     1.143398e-03   0.001   0.000   0.000   0.000   0.000   0.999   4.994        9.647914         9.947749         9.721337
   Al    13    38    51     3.27468576e+02     4.15788444e+02     7.43257019e+02       55.941     9.325807e-04   0.001   0.000   0.000   0.000   0.000   0.999   4.996        9.928473        10.188113         8.467213
   Si    14    17    31     0.00000000e+00     0.00000000e+00     0.00000000e+00        0.000     1.000000e+32   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.000000         0.000000         0.000000
   Si    14    18    32     1.38722344e-08     0.00000000e+00     1.38722344e-08        0.000     4.996651e+07   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.092236         0.201356         0.000000
   Si    14    19    33     7.22883391e-03     0.00000000e+00     7.22883391e-03        0.000     9.588644e+01   1.000   0.000   0.000   0.000   0.000   0.000   0.000        1.075116         1.441675         1.314209
   Si    14    20    34     5.56391023e-01     0.00000000e+00     5.56391023e-01        0.000     1.245791e+00   0.999   0.001   0.000   0.000   0.000   0.000   0.001        2.594754         3.041260         0.000000
   Si    14    21    35     6.14760593e-01     6.65359308e-03     6.21414186e-01        1.071     1.115435e+00   0.997   0.002   0.001   0.000   0.000   0.000   0.004        2.834784         3.287466         3.486050
   Si    14    22    36     8.84820862e-01     4.58024082e-02     9.30623270e-01        4.922     7.448204e-01   0.969   0.030   0.001   0.000   0.000   0.000   0.032        3.166141         3.629450         2.135110
   Si    14    23    37     1.32546752e+00     1.86450525e-01     1.51191804e+00       12.332     4.584555e-01   0.941   0.056   0.002   0.000   0.000   0.000   0.063        3.585901         4.069025         4.587474
   Si    14    24    38     2.02507071e+00     5.77940981e-01     2.60301170e+00       22.203     2.662866e-01   0.900   0.098   0.001   0.001   0.000   0.000   0.104        4.088844         4.606001         2.725855
   Si    14    25    39     3.27108335e+00     1.58361062e+00     4.85469396e+00       32.620     1.427788e-01   0.865   0.087   0.047   0.001   0.000   0.000   0.186        4.723457         5.290551         4.859392
   Si    14    26    40     4.75747943e+00     3.45865512e+00     8.21613455e+00       42.096     8.436415e-02   0.839   0.153   0.007   0.001   0.000   0.000   0.171        5.238963         5.856349         2.563188
   Si    14    27    41     7.13390417e+00     7.09129904e+00     1.42252032e+01       49.850     4.872670e-02   0.520   0.348   0.131   0.001   0.000   0.001   0.616        5.822999         6.485695         4.589406
   Si    14    28    42     1.03330674e+01     1.31818368e+01     2.35149042e+01       56.057     2.947693e-02   0.566   0.315   0.115   0.004   0.000   0.001   0.560        6.384564         7.077503         2.649934
   Si    14    29    43     1.47008430e+01     2.23269408e+01     3.70277838e+01       60.298     1.871965e-02   0.604   0.218   0.161   0.016   0.001   0.001   0.596        6.874764         7.576989         4.343148
   Si    14    30    44     2.00272150e+01     3.50575674e+01     5.50847824e+01       63.643     1.258328e-02   0.599   0.217   0.108   0.073   0.002   0.001   0.664        7.334772         8.028779         2.701349
   Si    14    31    45     2.69266756e+01     5.19490891e+01     7.88757647e+01       65.862     8.787835e-03   0.619   0.031   0.237   0.047   0.065   0.002   0.911        7.753306         8.421239         4.291655
   Si    14    32    46     3.56276070e+01     7.34391622e+01     1.09066769e+02       67.334     6.355255e-03   0.626   0.055   0.020   0.232   0.050   0.017   1.075        8.135098         8.758561         2.962141
   Si    14    33    47     4.77859322e+01     1.00513258e+02     1.48299190e+02       67.777     4.673978e-03   0.436   0.206   0.045   0.044   0.207   0.062   1.566        8.494816         9.056797         4.425787
   Si    14    34    48     7.14493352e+01     1.33065060e+02     2.04514395e+02       65.064     3.389234e-03   0.248   0.355   0.034   0.030   0.250   0.083   1.929        8.792848         9.276449         3.331503
   Si    14    35    49     1.28663407e+02     1.71631552e+02     3.00294959e+02       57.154     2.308221e-03   0.007   0.000   0.293   0.091   0.177   0.432   3.728        8.981159         9.368014         5.451427
   Si    14    36    50     1.83259924e+02     2.16516616e+02     3.99776540e+02       54.159     1.733837e-03   0.005   0.000   0.000   0.150   0.186   0.659   4.489        9.210194         9.521657         4.200249
   Si    14    37    51     2.52669517e+02     2.74140554e+02     5.26810071e+02       52.038     1.315744e-03   0.002   0.000   0.000   0.000   0.001   0.997   4.988        9.429160         9.694563         6.385477
   Si    14    38    52     2.96996017e+02     3.24711125e+02     6.21707142e+02       52.229     1.114909e-03   0.002   0.000   0.000   0.000   0.000   0.998   4.990        9.584112         9.821470         4.785917
   Si    14    39    53     3.48326294e+02     4.14059496e+02     7.62385791e+02       54.311     9.091817e-04   0.001   0.000   0.000   0.000   0.000   0.999   4.993        9.859245        10.077429         6.593926
   Si    14    40    54     3.73121613e+02     4.87386453e+02     8.60508066e+02       56.639     8.055092e-04   0.001   0.000   0.000   0.000   0.000   0.999   4.994       10.041701        10.256965         6.162235
    P    15    17    32     0.00000000e+00     0.00000000e+00     0.00000000e+00        0.000     1.000000e+32   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.000000         0.000000         0.000000
    P    15    18    33     0.00000000e+00     0.00000000e+00     0.00000000e+00        0.000     1.000000e+32   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.000000         0.000000         0.000000
    P    15    19    34     0.00000000e+00     0.00000000e+00     0.00000000e+00        0.000     1.000000e+32   1.000   0.000   0.000   0.000   0.000   0.000   0.000        0.000000         0.000000         0.000000
    P    15    20    35     1.06759405e-03     0.00000000e+00     1.06759405e-03        0.000     6.492610e+02   0.999   0.001   0.000   0.000   0.000   0.000   0.001        0.501492         0.783876         1.796631
    P    15    21    36     2.74936710e-03     3.28295325e-04     3.07766243e-03       10.667     2.252187e+02   0.995   0.004   0.001   0.000   0.000   0.000   0.006        0.906432         1.242792         6.919876
    P    15    22    37     1.06239900e-02     3.76559652e-03     1.43895865e-02       26.169     4.817006e+01   0.278   0.721   0.001   0.000   0.000   0.000   0.723        1.568411         1.960686         5.018003
    P    15    23    38     3.30741624e-02     2.20973060e-02     5.51714683e-02       40.052     1.256351e+01   0.424   0.573   0.003   0.000   0.000   0.000   0.580        2.274698         2.713662         6.982640
    P    15    24    39     8.61526546e-02     9.13909162e-02     1.77543571e-01       51.475     3.904096e+00   0.469   0.529   0.001   0.001   0.000   0.000   0.534        2.991823         3.476807         4.818770
